feature,coefficient,abs_coefficient
missing__Bwd PSH Flags,-0.0008433800897532863,0.0008433800897532863
missing__Fwd Header Len,-0.0008433800897532863,0.0008433800897532863
missing__Bwd URG Flags,-0.0008433800897532863,0.0008433800897532863
missing__Pkt Len Min,-0.0008433800897532863,0.0008433800897532863
missing__Bwd Pkts/s,-0.0008433800897532863,0.0008433800897532863
missing__Bwd Header Len,-0.0008433800897532863,0.0008433800897532863
missing__Fwd Pkts/s,-0.0008433800897532863,0.0008433800897532863
missing__Fwd IAT Tot,-0.0008433800897532863,0.0008433800897532863
missing__Flow IAT Min,-0.0008433800897532863,0.0008433800897532863
missing__Bwd IAT Mean,-0.0008433800897532863,0.0008433800897532863
missing__Bwd IAT Tot,-0.0008433800897532863,0.0008433800897532863
missing__Fwd IAT Min,-0.0008433800897532863,0.0008433800897532863
missing__Fwd IAT Max,-0.0008433800897532863,0.0008433800897532863
missing__Fwd IAT Std,-0.0008433800897532863,0.0008433800897532863
missing__Fwd IAT Mean,-0.0008433800897532863,0.0008433800897532863
missing__Flow IAT Mean,-0.0008433800897532863,0.0008433800897532863
missing__Bwd Pkt Len Std,-0.0008433800897532863,0.0008433800897532863
missing__Flow IAT Max,-0.0008433800897532863,0.0008433800897532863
missing__Flow IAT Std,-0.0008433800897532863,0.0008433800897532863
missing__Fwd PSH Flags,-0.0008433800897532863,0.0008433800897532863
missing__Bwd IAT Min,-0.0008433800897532863,0.0008433800897532863
missing__Bwd IAT Std,-0.0008433800897532863,0.0008433800897532863
missing__Bwd IAT Max,-0.0008433800897532863,0.0008433800897532863
missing__Fwd Seg Size Min,4.041966637273157e-05,4.041966637273157e-05
Fwd Seg Size Min,0.0,0.0
Fwd Pkts/b Avg,0.0,0.0
CWE Flag Count,0.0,0.0
Fwd Blk Rate Avg,0.0,0.0
Bwd Byts/b Avg,0.0,0.0
Bwd Pkts/b Avg,0.0,0.0
Fwd Byts/b Avg,0.0,0.0
ECE Flag Cnt,0.0,0.0
Bwd Blk Rate Avg,0.0,0.0
FIN Flag Cnt,0.0,0.0
Bwd URG Flags,0.0,0.0
Fwd URG Flags,0.0,0.0
Fwd PSH Flags,0.0,0.0
RST Flag Cnt,0.0,0.0
URG Flag Cnt,0.0,0.0
